Date,Season,Road Team,,,Home Team,,Results,
"Saturday, December 15, 2018",2018-19,Ottawa Senators,2,@,Montreal Canadiens,5,W,summary
"Monday, December 17, 2018",2018-19,Boston Bruins,4,@,Montreal Canadiens,0,L,summary
"Wednesday, December 19, 2018",2018-19,Montreal Canadiens,1,@,Colorado Avalanche,2,L,summary
"Thursday, December 20, 2018",2018-19,Montreal Canadiens,2,@,Arizona Coyotes,1,W,summary
"Saturday, December 22, 2018",2018-19,Montreal Canadiens,4,@,Vegas Golden Knights,3,W,summary
"Friday, December 28, 2018",2018-19,Montreal Canadiens,5,@,Florida Panthers,3,W,summary
"Saturday, December 29, 2018",2018-19,Montreal Canadiens,5,@,Tampa Bay Lightning,6,L,summary
"Monday, December 31, 2018",2018-19,Montreal Canadiens,3,@,Dallas Stars,2,W,summary
"Thursday, January 3, 2019",2018-19,Vancouver Canucks,0,@,Montreal Canadiens,2,W,summary
"Saturday, January 5, 2019",2018-19,Nashville Predators,4,@,Montreal Canadiens,1,L,summary
"Monday, January 7, 2019",2018-19,Minnesota Wild,1,@,Montreal Canadiens,0,L,summary
"Tuesday, January 8, 2019",2018-19,Montreal Canadiens,3,@,Detroit Red Wings,2,W,summary
"Thursday, January 10, 2019",2018-19,Montreal Canadiens,1,@,St.Louis Blues,4,L,summary
"Saturday, January 12, 2019",2018-19,Colorado Avalanche,0,@,Montreal Canadiens,3,W,summary
"Monday, January 14, 2019",2018-19,Montreal Canadiens,3,@,Boston Bruins,2,W,summary
"Tuesday, January 15, 2019",2018-19,Florida Panthers,1,@,Montreal Canadiens,5,W,summary
"Friday, January 18, 2019",2018-19,Montreal Canadiens,4,@,Columbus Blue Jackets,1,W,summary
"Saturday, January 19, 2019",2018-19,Philadelphia Flyers,5,@,Montreal Canadiens,2,L,summary
"Wednesday, January 23, 2019",2018-19,Arizona Coyotes,1,@,Montreal Canadiens,2,W,summary
"Saturday, February 2, 2019",2018-19,New Jersey Devils,3,@,Montreal Canadiens,2,L,summary
"Sunday, February 3, 2019",2018-19,Edmonton Oilers,3,@,Montreal Canadiens,4,W,summary
"Tuesday, February 5, 2019",2018-19,Anaheim Mighty Ducks,1,@,Montreal Canadiens,4,W,summary
"Thursday, February 7, 2019",2018-19,Winnipeg Jets,2,@,Montreal Canadiens,5,W,summary
"Saturday, February 9, 2019",2018-19,Toronto Maple Leafs,4,@,Montreal Canadiens,3,L,summary
"Thursday, February 14, 2019",2018-19,Montreal Canadiens,1,@,Nashville Predators,3,L,summary
"Saturday, February 16, 2019",2018-19,Montreal Canadiens,0,@,Tampa Bay Lightning,3,L,summary
"Sunday, February 17, 2019",2018-19,Montreal Canadiens,3,@,Florida Panthers,6,L,summary
"Tuesday, February 19, 2019",2018-19,Columbus Blue Jackets,2,@,Montreal Canadiens,3,W,summary
"Thursday, February 21, 2019",2018-19,Philadelphia Flyers,1,@,Montreal Canadiens,5,W,summary
"Saturday, February 23, 2019",2018-19,Montreal Canadiens,3,@,Toronto Maple Leafs,6,L,summary
"Monday, February 25, 2019",2018-19,Montreal Canadiens,1,@,New Jersey Devils,2,L,summary
"Tuesday, February 26, 2019",2018-19,Montreal Canadiens,8,@,Detroit Red Wings,1,W,summary
"Friday, March 1, 2019",2018-19,Montreal Canadiens,4,@,New York Rangers,2,W,summary
"Saturday, March 2, 2019",2018-19,Pittsburgh Penguins,5,@,Montreal Canadiens,1,L,summary
"Tuesday, March 5, 2019",2018-19,Montreal Canadiens,3,@,Los Angeles Kings,1,W,summary
"Thursday, March 7, 2019",2018-19,Montreal Canadiens,2,@,San Jose Sharks,5,L,summary
"Friday, March 8, 2019",2018-19,Montreal Canadiens,2,@,Anaheim Mighty Ducks,8,L,summary
"Tuesday, March 12, 2019",2018-19,Detroit Red Wings,1,@,Montreal Canadiens,3,W,summary
"Thursday, March 14, 2019",2018-19,Montreal Canadiens,1,@,New York Islanders,2,L,summary
"Saturday, March 16, 2019",2018-19,Chicago Blackhawks,2,@,Montreal Canadiens,0,L,summary
"Tuesday, March 19, 2019",2018-19,Montreal Canadiens,3,@,Philadelphia Flyers,1,W,summary
"Thursday, March 21, 2019",2018-19,New York Islanders,0,@,Montreal Canadiens,4,W,summary
"Saturday, March 23, 2019",2018-19,Buffalo Sabres,4,@,Montreal Canadiens,7,W,summary
"Sunday, March 24, 2019",2018-19,Montreal Canadiens,1,@,Carolina Hurricanes,2,L,summary
"Tuesday, March 26, 2019",2018-19,Florida Panthers,1,@,Montreal Canadiens,6,W,summary
"Thursday, March 28, 2019",2018-19,Montreal Canadiens,2,@,Columbus Blue Jackets,6,L,summary
"Saturday, March 30, 2019",2018-19,Montreal Canadiens,3,@,Winnipeg Jets,1,W,summary
"Tuesday, April 2, 2019",2018-19,Tampa Bay Lightning,2,@,Montreal Canadiens,4,W,summary
"Thursday, April 4, 2019",2018-19,Montreal Canadiens,1,@,Washington Capitals,2,L,summary
"Saturday, April 6, 2019",2018-19,Toronto Maple Leafs,5,@,Montreal Canadiens,6,W (SO),summary
"Thursday, October 3, 2019",2019-20,Montreal Canadiens,3,@,Carolina Hurricanes,4,L (SO),summary
"Saturday, October 5, 2019",2019-20,Montreal Canadiens,6,@,Toronto Maple Leafs,5,W (SO),summary
"Wednesday, October 9, 2019",2019-20,Montreal Canadiens,4,@,Buffalo Sabres,5,L,summary
"Thursday, October 10, 2019",2019-20,Detroit Red Wings,4,@,Montreal Canadiens,2,L,summary
"Saturday, October 12, 2019",2019-20,St.Louis Blues,3,@,Montreal Canadiens,6,W,summary
"Tuesday, October 15, 2019",2019-20,Tampa Bay Lightning,3,@,Montreal Canadiens,1,L,summary
"Thursday, October 17, 2019",2019-20,Minnesota Wild,0,@,Montreal Canadiens,4,W,summary
"Saturday, October 19, 2019",2019-20,Montreal Canadiens,5,@,St.Louis Blues,2,W,summary
"Sunday, October 20, 2019",2019-20,Montreal Canadiens,3,@,Minnesota Wild,4,L,summary
"Thursday, October 24, 2019",2019-20,San Jose Sharks,4,@,Montreal Canadiens,2,L,summary
"Saturday, October 26, 2019",2019-20,Toronto Maple Leafs,2,@,Montreal Canadiens,5,W,summary
"Wednesday, October 30, 2019",2019-20,Montreal Canadiens,4,@,Arizona Coyotes,1,W,summary
"Thursday, October 31, 2019",2019-20,Montreal Canadiens,5,@,Vegas Golden Knights,4,W,summary
"Saturday, November 2, 2019",2019-20,Montreal Canadiens,1,@,Dallas Stars,4,L,summary
"Tuesday, November 5, 2019",2019-20,Boston Bruins,4,@,Montreal Canadiens,5,W,summary
"Thursday, November 7, 2019",2019-20,Montreal Canadiens,2,@,Philadelphia Flyers,3,L,summary
"Saturday, November 9, 2019",2019-20,Los Angeles Kings,2,@,Montreal Canadiens,3,W,summary
"Tuesday, November 12, 2019",2019-20,Columbus Blue Jackets,2,@,Montreal Canadiens,3,W (SO),summary
"Friday, November 15, 2019",2019-20,Montreal Canadiens,5,@,Washington Capitals,2,W,summary
"Saturday, November 16, 2019",2019-20,New Jersey Devils,4,@,Montreal Canadiens,3,L,summary
"Tuesday, November 19, 2019",2019-20,Montreal Canadiens,2,@,Columbus Blue Jackets,5,L,summary
"Wednesday, November 20, 2019",2019-20,Ottawa Senators,2,@,Montreal Canadiens,1,L,summary
"Saturday, November 23, 2019",2019-20,New York Rangers,6,@,Montreal Canadiens,5,L,summary
"Tuesday, November 26, 2019",2019-20,Boston Bruins,8,@,Montreal Canadiens,1,L,summary
"Thursday, November 28, 2019",2019-20,New Jersey Devils,6,@,Montreal Canadiens,4,L,summary
"Saturday, November 30, 2019",2019-20,Philadelphia Flyers,4,@,Montreal Canadiens,3,L,summary
"Sunday, December 1, 2019",2019-20,Montreal Canadiens,1,@,Boston Bruins,3,L,summary
"Tuesday, December 3, 2019",2019-20,New York Islanders,2,@,Montreal Canadiens,4,W,summary
"Thursday, December 5, 2019",2019-20,Colorado Avalanche,3,@,Montreal Canadiens,2,L,summary
"Friday, December 6, 2019",2019-20,Montreal Canadiens,2,@,New York Rangers,1,W,summary
"Tuesday, December 10, 2019",2019-20,Montreal Canadiens,4,@,Pittsburgh Penguins,1,W,summary
"Wednesday, December 11, 2019",2019-20,Ottawa Senators,2,@,Montreal Canadiens,3,W,summary
"Saturday, December 14, 2019",2019-20,Detroit Red Wings,2,@,Montreal Canadiens,1,L,summary
"Tuesday, December 17, 2019",2019-20,Montreal Canadiens,3,@,Vancouver Canucks,1,W,summary
"Thursday, December 19, 2019",2019-20,Montreal Canadiens,4,@,Calgary Flames,3,W,summary
"Saturday, December 21, 2019",2019-20,Montreal Canadiens,3,@,Edmonton Oilers,4,L,summary
"Monday, December 23, 2019",2019-20,Montreal Canadiens,6,@,Winnipeg Jets,2,W,summary
"Saturday, December 28, 2019",2019-20,Montreal Canadiens,4,@,Tampa Bay Lightning,5,L,summary
"Sunday, December 29, 2019",2019-20,Montreal Canadiens,5,@,Florida Panthers,6,L,summary
"Tuesday, December 31, 2019",2019-20,Montreal Canadiens,1,@,Carolina Hurricanes,3,L,summary
"Thursday, January 2, 2020",2019-20,Tampa Bay Lightning,2,@,Montreal Canadiens,1,L,summary
"Saturday, January 4, 2020",2019-20,Pittsburgh Penguins,3,@,Montreal Canadiens,2,L,summary
"Monday, January 6, 2020",2019-20,Winnipeg Jets,3,@,Montreal Canadiens,2,L,summary
"Tuesday, January 7, 2020",2019-20,Montreal Canadiens,3,@,Detroit Red Wings,4,L,summary
"Thursday, January 9, 2020",2019-20,Edmonton Oilers,4,@,Montreal Canadiens,2,L,summary
"Saturday, January 11, 2020",2019-20,Montreal Canadiens,2,@,Ottawa Senators,1,W,summary
"Monday, January 13, 2020",2019-20,Calgary Flames,0,@,Montreal Canadiens,2,W,summary
"Wednesday, January 15, 2020",2019-20,Chicago Blackhawks,4,@,Montreal Canadiens,1,L,summary
"Thursday, January 16, 2020",2019-20,Montreal Canadiens,4,@,Philadelphia Flyers,1,W,summary
"Saturday, January 18, 2020",2019-20,Vegas Golden Knights,4,@,Montreal Canadiens,5,W (SO),summary
"Monday, January 27, 2020",2019-20,Washington Capitals,4,@,Montreal Canadiens,2,L,summary
"Thursday, January 30, 2020",2019-20,Montreal Canadiens,3,@,Buffalo Sabres,1,W,summary
"Saturday, February 1, 2020",2019-20,Florida Panthers,0,@,Montreal Canadiens,4,W,summary
"Sunday, February 2, 2020",2019-20,Columbus Blue Jackets,4,@,Montreal Canadiens,3,L,summary
"Tuesday, February 4, 2020",2019-20,Montreal Canadiens,5,@,New Jersey Devils,4,W (SO),summary
"Thursday, February 6, 2020",2019-20,Anaheim Mighty Ducks,2,@,Montreal Canadiens,3,W,summary
"Saturday, February 8, 2020",2019-20,Toronto Maple Leafs,1,@,Montreal Canadiens,2,W,summary
"Monday, February 10, 2020",2019-20,Arizona Coyotes,3,@,Montreal Canadiens,2,L,summary
"Wednesday, February 12, 2020",2019-20,Montreal Canadiens,1,@,Boston Bruins,4,L,summary
"Friday, February 14, 2020",2019-20,Montreal Canadiens,1,@,Pittsburgh Penguins,4,L,summary
"Saturday, February 15, 2020",2019-20,Dallas Stars,4,@,Montreal Canadiens,3,L,summary
"Tuesday, February 18, 2020",2019-20,Montreal Canadiens,3,@,Detroit Red Wings,4,L,summary
"Thursday, February 20, 2020",2019-20,Montreal Canadiens,4,@,Washington Capitals,3,W,summary
"Saturday, February 22, 2020",2019-20,Montreal Canadiens,3,@,Ottawa Senators,0,W,summary
"Tuesday, February 25, 2020",2019-20,Vancouver Canucks,4,@,Montreal Canadiens,3,L,summary
"Thursday, February 27, 2020",2019-20,New York Rangers,5,@,Montreal Canadiens,2,L,summary
"Saturday, February 29, 2020",2019-20,Carolina Hurricanes,3,@,Montreal Canadiens,4,W,summary
"Tuesday, March 3, 2020",2019-20,Montreal Canadiens,6,@,New York Islanders,2,W,summary
"Thursday, March 5, 2020",2019-20,Montreal Canadiens,0,@,Tampa Bay Lightning,4,L,summary
"Saturday, March 7, 2020",2019-20,Montreal Canadiens,1,@,Florida Panthers,4,L,summary
"Tuesday, March 10, 2020",2019-20,Nashville Predators,4,@,Montreal Canadiens,2,L,summary
"Wednesday, January 13, 2021",2020-21,Montreal Canadiens,4,@,Toronto Maple Leafs,5,L,summary
"Saturday, January 16, 2021",2020-21,Montreal Canadiens,5,@,Edmonton Oilers,1,W,summary
"Monday, January 18, 2021",2020-21,Montreal Canadiens,3,@,Edmonton Oilers,1,W,summary
"Wednesday, January 20, 2021",2020-21,Montreal Canadiens,5,@,Vancouver Canucks,6,L (SO),summary
"Thursday, January 21, 2021",2020-21,Montreal Canadiens,7,@,Vancouver Canucks,3,W,summary
"Saturday, January 23, 2021",2020-21,Montreal Canadiens,5,@,Vancouver Canucks,2,W,summary
"Thursday, January 28, 2021",2020-21,Calgary Flames,2,@,Montreal Canadiens,4,W,summary
"Saturday, January 30, 2021",2020-21,Calgary Flames,2,@,Montreal Canadiens,0,L,summary
"Monday, February 1, 2021",2020-21,Vancouver Canucks,2,@,Montreal Canadiens,6,W,summary
"Tuesday, February 2, 2021",2020-21,Vancouver Canucks,3,@,Montreal Canadiens,5,W,summary
"Thursday, February 4, 2021",2020-21,Ottawa Senators,3,@,Montreal Canadiens,2,L,summary
"Saturday, February 6, 2021",2020-21,Montreal Canadiens,2,@,Ottawa Senators,1,W,summary
"Wednesday, February 10, 2021",2020-21,Toronto Maple Leafs,4,@,Montreal Canadiens,2,L,summary
"Thursday, February 11, 2021",2020-21,Edmonton Oilers,3,@,Montreal Canadiens,0,L,summary
"Saturday, February 13, 2021",2020-21,Montreal Canadiens,2,@,Toronto Maple Leafs,1,W,summary
"Saturday, February 20, 2021",2020-21,Toronto Maple Leafs,5,@,Montreal Canadiens,3,L,summary
"Sunday, February 21, 2021",2020-21,Montreal Canadiens,2,@,Ottawa Senators,3,L,summary
"Tuesday, February 23, 2021",2020-21,Montreal Canadiens,4,@,Ottawa Senators,5,L (SO),summary
"Thursday, February 25, 2021",2020-21,Montreal Canadiens,3,@,Winnipeg Jets,6,L,summary
"Saturday, February 27, 2021",2020-21,Montreal Canadiens,1,@,Winnipeg Jets,2,L,summary
"Tuesday, March 2, 2021",2020-21,Ottawa Senators,1,@,Montreal Canadiens,3,W,summary
"Thursday, March 4, 2021",2020-21,Winnipeg Jets,4,@,Montreal Canadiens,3,L,summary
"Saturday, March 6, 2021",2020-21,Winnipeg Jets,1,@,Montreal Canadiens,7,W,summary
"Monday, March 8, 2021",2020-21,Montreal Canadiens,1,@,Vancouver Canucks,2,L (SO),summary
"Wednesday, March 10, 2021",2020-21,Montreal Canadiens,5,@,Vancouver Canucks,1,W,summary
"Thursday, March 11, 2021",2020-21,Montreal Canadiens,1,@,Calgary Flames,2,L,summary
"Saturday, March 13, 2021",2020-21,Montreal Canadiens,1,@,Calgary Flames,3,L,summary
"Monday, March 15, 2021",2020-21,Montreal Canadiens,4,@,Winnipeg Jets,2,W,summary
"Wednesday, March 17, 2021",2020-21,Montreal Canadiens,3,@,Winnipeg Jets,4,L,summary
"Friday, March 19, 2021",2020-21,Vancouver Canucks,3,@,Montreal Canadiens,2,L,summary
"Saturday, March 20, 2021",2020-21,Vancouver Canucks,4,@,Montreal Canadiens,5,W (SO),summary
"Tuesday, March 30, 2021",2020-21,Edmonton Oilers,0,@,Montreal Canadiens,4,W,summary
"Monday, May 10, 2021",2020-21,Edmonton Oilers,4,@,Montreal Canadiens,3,L,summary
"Wednesday, May 12, 2021",2020-21,Edmonton Oilers,4,@,Montreal Canadiens,3,L,summary
"Saturday, April 17, 2021",2020-21,Ottawa Senators,4,@,Montreal Canadiens,0,L,summary
"Wednesday, May 5, 2021",2020-21,Montreal Canadiens,1,@,Ottawa Senators,5,L,summary
"Thursday, April 1, 2021",2020-21,Montreal Canadiens,4,@,Ottawa Senators,1,W,summary
"Saturday, April 3, 2021",2020-21,Ottawa Senators,6,@,Montreal Canadiens,3,L,summary
"Monday, April 5, 2021",2020-21,Edmonton Oilers,2,@,Montreal Canadiens,3,W,summary
"Wednesday, April 7, 2021",2020-21,Montreal Canadiens,2,@,Toronto Maple Leafs,3,L,summary
"Thursday, April 8, 2021",2020-21,Winnipeg Jets,4,@,Montreal Canadiens,2,L,summary
"Saturday, April 10, 2021",2020-21,Winnipeg Jets,5,@,Montreal Canadiens,0,L,summary
"Monday, April 12, 2021",2020-21,Toronto Maple Leafs,2,@,Montreal Canadiens,4,W,summary
"Wednesday, April 14, 2021",2020-21,Calgary Flames,4,@,Montreal Canadiens,1,L,summary
"Friday, April 16, 2021",2020-21,Calgary Flames,1,@,Montreal Canadiens,2,W,summary
"Monday, April 19, 2021",2020-21,Montreal Canadiens,1,@,Edmonton Oilers,4,L,summary
"Wednesday, April 21, 2021",2020-21,Montreal Canadiens,4,@,Edmonton Oilers,3,W,summary
"Friday, April 23, 2021",2020-21,Montreal Canadiens,2,@,Calgary Flames,4,L,summary
"Saturday, April 24, 2021",2020-21,Montreal Canadiens,2,@,Calgary Flames,5,L,summary
"Monday, April 26, 2021",2020-21,Montreal Canadiens,2,@,Calgary Flames,1,W,summary
"Wednesday, April 28, 2021",2020-21,Toronto Maple Leafs,4,@,Montreal Canadiens,1,L,summary
"Friday, April 30, 2021",2020-21,Winnipeg Jets,3,@,Montreal Canadiens,5,W,summary
"Saturday, May 1, 2021",2020-21,Ottawa Senators,2,@,Montreal Canadiens,3,W,summary
"Monday, May 3, 2021",2020-21,Toronto Maple Leafs,2,@,Montreal Canadiens,3,W,summary
"Thursday, May 6, 2021",2020-21,Montreal Canadiens,2,@,Toronto Maple Leafs,5,L,summary
"Saturday, May 8, 2021",2020-21,Montreal Canadiens,2,@,Toronto Maple Leafs,3,L,summary
"Wednesday, October 13, 2021",2021-22,Montreal Canadiens,1,@,Toronto Maple Leafs,2,L,summary
"Thursday, October 14, 2021",2021-22,Montreal Canadiens,1,@,Buffalo Sabres,5,L,summary
"Saturday, October 16, 2021",2021-22,New York Rangers,3,@,Montreal Canadiens,1,L,summary
"Tuesday, October 19, 2021",2021-22,San Jose Sharks,5,@,Montreal Canadiens,0,L,summary
"Sunday, October 31, 2021",2021-22,Montreal Canadiens,2,@,Anaheim Mighty Ducks,4,L,summary
"Wednesday, November 24, 2021",2021-22,Montreal Canadiens,3,@,Washington Capitals,6,L,summary
"Saturday, December 11, 2021",2021-22,Montreal Canadiens,1,@,St.Louis Blues,4,L,summary
"Sunday, February 20, 2022",2021-22,Montreal Canadiens,3,@,New York Islanders,2,W (SO),summary
"Monday, March 21, 2022",2021-22,Boston Bruins,3,@,Montreal Canadiens,2,L,summary
"Monday, January 17, 2022",2021-22,Montreal Canadiens,2,@,Arizona Coyotes,5,L,summary
"Thursday, January 20, 2022",2021-22,Montreal Canadiens,3,@,Vegas Golden Knights,4,L,summary
"Saturday, January 22, 2022",2021-22,Montreal Canadiens,2,@,Colorado Avalanche,3,L,summary
"Saturday, March 19, 2022",2021-22,Ottawa Senators,1,@,Montreal Canadiens,5,W,summary
